N_points,Mean_surface,Std_surface,confidence_radius
100,1.5032732467532468,0.19057817327258028,0.03735332196142573
1000,1.5491408311688313,0.05457676742223519,0.010697046414758098
10000,1.54913067012987,0.019901585480062794,0.0039007107540923076
100000,1.5460881812987015,0.005676991613186637,0.001112690356184581
