N_points,Mean_surface,Std_surface
400.0,1.4997,0.09569435720041179
200.0,1.5348000000000002,0.14615389149796867
133.0,1.5383458646616541,0.15450716201092068
100.0,1.5252,0.18786420627676792
80.0,1.4715,0.19493652813159468
