N_points,Mean_surface,Std_surface,confidence_radius
100,1.5187199999999998,0.22572863708444257,0.044242812868550745
1000,1.5027643999999996,0.06826982323574596,0.013380885354206206
10000,1.5155559999999997,0.020255753529306187,0.003970127691744012
100000,1.514220792,0.006594562026634982,0.0012925341572204564
