N_points,Mean_surface,Std_surface,confidence_radius
100,1.4965719999999998,0.21835810774047293,0.04279818911713269
1000,1.5166408000000002,0.07052480550387925,0.013822861878760334
10000,1.5099783199999999,0.02476739104018829,0.004854408643876905
100000,1.5084858159999999,0.006849257820796648,0.0013424545328761428
