N_points,Mean_surface,Std_surface,confidence_radius
100,1.549456,0.22834546122925234,0.04475571040093346
1000,1.513296,0.0713387176784108,0.013982388664968514
10000,1.5112574799999996,0.018866275873356673,0.003697790071177908
100000,1.5140729879999997,0.0072319115628342685,0.0014174546663155165
