N_points,Mean_surface,Std_surface
400.0,1.5059999999999998,0.11680753400359072
200.0,1.488,0.0996794863550169
133.0,1.4075187969924812,0.208497203157137
100.0,1.428,0.06997142273814361
80.0,1.605,0.12186057606953943
