N_points,Mean_surface,Std_surface,confidence_radius
100,1.569796,0.20313415070834348,0.039814293538835324
1000,1.541546,0.06452488000763738,0.012646876481496927
10000,1.5430511599999996,0.02090714310312148,0.00409780004821181
100000,1.5469871759999998,0.006407334860316259,0.0012558376326219866
