N_points,Mean_surface,Std_surface,confidence_radius
100,1.4821079999999995,0.23808818436873339,0.046665284136271745
1000,1.5144711999999998,0.06560953993559167,0.012859469827375966
10000,1.5113298,0.021808742381898127,0.004274513506852032
100000,1.51003256,0.006472984041135907,0.0012687048720626377
